"deimos"

modified from the shape model of P. Thomas and
colleagues at Cornell.

long, lat, radius (km)
195,35,6.1647
195,40,6.0114
195,45,5.923
195,50,5.8866
195,55,5.8533
195,60,5.8147
195,65,5.7434
195,70,5.6556
195,75,5.5905
195,80,5.5642
195,85,5.5709
195,90,5.6326
200,-90,3.9545
200,-85,3.83
200,-80,3.7172
200,-75,3.6516
200,-70,3.646
200,-65,3.6916
200,-60,3.8758
200,-55,4.1348
200,-50,4.4904
200,-45,4.9361
200,-40,5.4795
200,-35,6.1323
200,-30,6.7962
200,-25,7.4158
200,-20,7.779
200,-15,7.9642
200,-10,7.9128
200,-5,7.7076
200,0,7.4638
200,5,7.266
200,10,7.1139
200,15,7.0196
200,20,6.9239
200,25,6.7301
200,30,6.4722
200,35,6.213
200,40,6.0517
200,45,5.9464
200,50,5.8919
200,55,5.8518
200,60,5.8078
200,65,5.737
200,70,5.6483
200,75,5.5822
200,80,5.5598
200,85,5.5699
200,90,5.6326
205,-90,3.9545
205,-85,3.828
205,-80,3.7177
205,-75,3.6558
205,-70,3.6466
205,-65,3.6823
205,-60,3.8274
205,-55,4.0472
205,-50,4.3591
205,-45,4.7403
205,-40,5.1904
205,-35,5.7649
205,-30,6.3678
205,-25,6.9368
205,-20,7.3385
205,-15,7.5687
205,-10,7.5643
205,-5,7.3983
205,0,7.2218
205,5,7.1049
205,10,7.0293
205,15,6.9869
205,20,6.9441
205,25,6.7744
205,30,6.5325
205,35,6.2782
205,40,6.1072
205,45,5.9927
205,50,5.91
205,55,5.844
205,60,5.8114
205,65,5.7286
205,70,5.6379
205,75,5.5745
205,80,5.5542
205,85,5.5693
205,90,5.6326
210,-90,3.9545
210,-85,3.8243
210,-80,3.7138
210,-75,3.6571
210,-70,3.6453
210,-65,3.6677
210,-60,3.7734
210,-55,3.9542
210,-50,4.2198
210,-45,4.5462
210,-40,4.9215
210,-35,5.4272
210,-30,5.9284
210,-25,6.4651
210,-20,6.8853
210,-15,7.1593
210,-10,7.2422
210,-5,7.1713
210,0,7.0775
210,5,7.0254
210,10,7.014
210,15,7.0256
210,20,6.979
210,25,6.825
210,30,6.5829
210,35,6.3409
210,40,6.1687
210,45,6.0406
210,50,5.931
210,55,5.8647
210,60,5.8024
210,65,5.7262
210,70,5.6279
210,75,5.567
210,80,5.5494
210,85,5.5623
210,90,5.6326
215,-90,3.9545
215,-85,3.8175
215,-80,3.7059
215,-75,3.6522
215,-70,3.6398
215,-65,3.6484
215,-60,3.7222
215,-55,3.8634
215,-50,4.0906
215,-45,4.372
215,-40,4.6935
215,-35,5.1047
215,-30,5.5651
215,-25,6.011
215,-20,6.4417
215,-15,6.7744
215,-10,6.9602
215,-5,7.0162
215,0,7.0198
215,5,7.0339
215,10,7.0756
215,15,7.0863
215,20,7.0182
215,25,6.8514
215,30,6.6142
215,35,6.3882
215,40,6.2267
215,45,6.1022
215,50,5.9768
215,55,5.8836
215,60,5.8111
215,65,5.718
215,70,5.6228
215,75,5.5656
215,80,5.5502
215,85,5.5643
215,90,5.6326
220,-90,3.9545
220,-85,3.8102
220,-80,3.6999
220,-75,3.6432
220,-70,3.6328
220,-65,3.633
220,-60,3.6812
220,-55,3.796
220,-50,3.9832
220,-45,4.2258
220,-40,4.4984
220,-35,4.8477
220,-30,5.2167
220,-25,5.6295
220,-20,6.0385
220,-15,6.395
220,-10,6.6747
220,-5,6.8521
220,0,6.9584
220,5,7.0509
220,10,7.1057
220,15,7.1015
220,20,7.0208
220,25,6.8355
220,30,6.6213
220,35,6.4151
220,40,6.2697
220,45,6.155
220,50,6.0188
220,55,5.9107
220,60,5.814
220,65,5.7037
220,70,5.6146
220,75,5.5632
220,80,5.55
220,85,5.5666
220,90,5.6326
225,-90,3.9545
225,-85,3.8122
225,-80,3.6985
225,-75,3.6395
225,-70,3.6222
225,-65,3.6199
225,-60,3.6613
225,-55,3.754
225,-50,3.9085
225,-45,4.1072
225,-40,4.3339
225,-35,4.6282
225,-30,4.9421
225,-25,5.2861
225,-20,5.6683
225,-15,6.0342
225,-10,6.3652
225,-5,6.6347
225,0,6.8286
225,5,6.9559
225,10,7.028
225,15,7.0287
225,20,6.9414
225,25,6.7937
225,30,6.613
225,35,6.434
225,40,6.2956
225,45,6.1856
225,50,6.0375
225,55,5.9015
225,60,5.7893
225,65,5.6756
225,70,5.5941
225,75,5.5617
225,80,5.5531
225,85,5.5695
225,90,5.6326
230,-90,3.9545
230,-85,3.814
230,-80,3.6965
230,-75,3.6351
230,-70,3.6073
230,-65,3.5822
230,-60,3.6454
230,-55,3.7301
230,-50,3.8554
230,-45,4.0147
230,-40,4.202
230,-35,4.4357
230,-30,4.6926
230,-25,4.9812
230,-20,5.3551
230,-15,5.7269
230,-10,6.0974
230,-5,6.4195
230,0,6.6598
230,5,6.8077
230,10,6.8849
230,15,6.8935
230,20,6.847
230,25,6.7441
230,30,6.6003
230,35,6.4345
230,40,6.3179
230,45,6.1904
230,50,6.0348
230,55,5.8773
230,60,5.7438
230,65,5.6334
230,70,5.5727
230,75,5.5546
230,80,5.5574
230,85,5.5729
230,90,5.6326
235,-90,3.9545
235,-85,3.8088
235,-80,3.6984
235,-75,3.6305
235,-70,3.6086
235,-65,3.5886
235,-60,3.6442
235,-55,3.7152
235,-50,3.8144
235,-45,3.9461
235,-40,4.1059
235,-35,4.3127
235,-30,4.5355
235,-25,4.7916
235,-20,5.0994
235,-15,5.4795
235,-10,5.8972
235,-5,6.2759
235,0,6.5385
235,5,6.6829
235,10,6.7414
235,15,6.7677
235,20,6.7669
235,25,6.7132
235,30,6.6025
235,35,6.4527
235,40,6.3213
235,45,6.183
235,50,6.0083
235,55,5.8369
235,60,5.7097
235,65,5.6031
235,70,5.5515
235,75,5.5478
235,80,5.5609
235,85,5.577
235,90,5.6326
240,-90,3.9545
240,-85,3.8058
240,-80,3.6945
240,-75,3.6417
240,-70,3.6263
240,-65,3.6144
240,-60,3.6574
240,-55,3.7118
240,-50,3.7905
240,-45,3.8987
240,-40,4.0408
240,-35,4.2323
240,-30,4.4425
240,-25,4.6848
240,-20,4.9804
240,-15,5.3664
240,-10,5.8051
240,-5,6.197
240,0,6.4464
240,5,6.5731
240,10,6.628
240,15,6.6596
240,20,6.6789
240,25,6.661
240,30,6.5857
240,35,6.454
240,40,6.3108
240,45,6.1564
240,50,5.9801
240,55,5.812
240,60,5.6935
240,65,5.5876
240,70,5.5369
240,75,5.5433
240,80,5.563
240,85,5.5816
240,90,5.6326
245,-90,3.9545
245,-85,3.797
245,-80,3.6746
245,-75,3.6494
245,-70,3.6595
245,-65,3.6566
245,-60,3.6871
245,-55,3.7286
245,-50,3.7878
245,-45,3.8733
245,-40,3.9962
245,-35,4.1627
245,-30,4.3715
245,-25,4.6071
245,-20,4.8793
245,-15,5.2896
245,-10,5.7854
245,-5,6.223932
245,0,6.4144
245,5,6.4948
245,10,6.5223
245,15,6.5523
245,20,6.5705
245,25,6.5688
245,30,6.5219
245,35,6.4105
245,40,6.2706
245,45,6.1116
245,50,5.9571
245,55,5.8116
245,60,5.6926
245,65,5.5864
245,70,5.5329
245,75,5.5415
245,80,5.5678
245,85,5.5869
245,90,5.6326
250,-90,3.9545
250,-85,3.7943
250,-80,3.6765
250,-75,3.6605
250,-70,3.685
250,-65,3.7072
250,-60,3.7288
250,-55,3.7614
250,-50,3.8054
250,-45,3.8689
250,-40,3.9686
250,-35,4.1196
250,-30,4.3232
250,-25,4.5614
250,-20,4.8848
250,-15,5.290053
250,-10,5.678145
250,-5,6.047434
250,0,6.209143
250,5,6.326941
250,10,6.381159
250,15,6.427148
250,20,6.4412
250,25,6.4373
250,30,6.4133
250,35,6.3339
250,40,6.2114
250,45,6.0698
250,50,5.9296
250,55,5.8102
250,60,5.7074
250,65,5.5985
250,70,5.539
250,75,5.5462
250,80,5.5753
250,85,5.5929
250,90,5.6326
255,-90,3.9545
255,-85,3.7948
255,-80,3.677
255,-75,3.6701
255,-70,3.7049
255,-65,3.7418
255,-60,3.7663
255,-55,3.7993
255,-50,3.8291
255,-45,3.8756
255,-40,3.9554
255,-35,4.0902
255,-30,4.283
255,-25,4.5164
255,-20,4.865849
255,-15,5.22681
255,-10,5.596598
255,-5,5.906665
255,0,6.009779
255,5,6.108831
255,10,6.202971
255,15,6.236892
255,20,6.279748
255,25,6.2812
255,30,6.2808
255,35,6.2458
255,40,6.1558
255,45,6.035
255,50,5.9227
255,55,5.8204
255,60,5.7267
255,65,5.6399
255,70,5.584
255,75,5.5683
255,80,5.5815
255,85,5.5989
255,90,5.6326
260,-90,3.9545
260,-85,3.7946
260,-80,3.6818
260,-75,3.6814
260,-70,3.7229
260,-65,3.7634
260,-60,3.7964
260,-55,3.8373
260,-50,3.8462
260,-45,3.8757
260,-40,3.9339
260,-35,4.0547
260,-30,4.2387
260,-25,4.4985
260,-20,4.809059
260,-15,5.191781
260,-10,5.525244
260,-5,5.8
260,0,5.868551
260,5,5.929391
260,10,6.030534
260,15,6.041071
260,20,6.075659
260,25,6.1172
260,30,6.134
260,35,6.1821
260,40,6.1102
260,45,6.0136
260,50,5.9175
260,55,5.8285
260,60,5.7461
260,65,5.6684
260,70,5.6114
260,75,5.5899
260,80,5.5913
260,85,5.6044
260,90,5.6326
265,-90,3.9545
265,-85,3.7963
265,-80,3.6947
265,-75,3.6981
265,-70,3.749
265,-65,3.7915
265,-60,3.8291
265,-55,3.8643
265,-50,3.8756
265,-45,3.9193
265,-40,3.9927
265,-35,4.1151
265,-30,4.293
265,-25,4.5444
265,-20,4.837713
265,-15,5.228169
265,-10,5.526709
265,-5,5.750437
265,0,5.771105
265,5,5.820403
265,10,5.894582
265,15,5.907932
265,20,5.939839
265,25,6.0125
265,30,6.0448
265,35,6.1191
265,40,6.076259
265,45,6.001084
265,50,5.9333
265,55,5.8485
265,60,5.7698
265,65,5.6973
265,70,5.6421
265,75,5.6138
265,80,5.6061
265,85,5.611
265,90,5.6326
270,-90,3.9545
270,-85,3.8046
270,-80,3.7073
270,-75,3.7256
270,-70,3.7801
270,-65,3.8372
270,-60,3.8921
270,-55,3.9323
270,-50,3.9544
270,-45,4.0205
270,-40,4.123
270,-35,4.2602
270,-30,4.4521
270,-25,4.68578
270,-20,4.974541
270,-15,5.330881
270,-10,5.560246
270,-5,5.730804
270,0,5.730653
270,5,5.762544
270,10,5.775241
270,15,5.789716
270,20,5.827691
270,25,5.92
270,30,5.965962
270,35,6.049013
270,40,6.046577
270,45,5.993638
270,50,5.941325
270,55,5.8925
270,60,5.8113
270,65,5.74
270,70,5.6845
270,75,5.6475
270,80,5.6285
270,85,5.6195
270,90,5.6326
275,-90,3.9545
275,-85,3.8102
275,-80,3.724
275,-75,3.745
275,-70,3.8155
275,-65,3.8832
275,-60,3.9587
275,-55,4.0078
275,-50,4.0661
275,-45,4.1842
275,-40,4.3362
275,-35,4.5099
275,-30,4.699537
275,-25,4.933896
275,-20,5.192621
275,-15,5.464028
275,-10,5.666465
275,-5,5.759922
275,0,5.720275
275,5,5.719304
275,10,5.709082
275,15,5.729632
275,20,5.765539
275,25,5.853187
275,30,5.885811
275,35,6.024485
275,40,6.053299
275,45,6.015254
275,50,5.966589
275,55,5.925552
275,60,5.8658
275,65,5.7949
275,70,5.7334
275,75,5.6842
275,80,5.6518
275,85,5.6287
275,90,5.6326
280,-90,3.9545
280,-85,3.8341
280,-80,3.7627
280,-75,3.7813
280,-70,3.87
280,-65,3.9812
280,-60,4.1339
280,-55,4.23
280,-50,4.3139
280,-45,4.4355
280,-40,4.6171
280,-35,4.8311
280,-30,5.03607
280,-25,5.258187
280,-20,5.497905
280,-15,5.646527
280,-10,5.718019
280,-5,5.721663
280,0,5.657508
280,5,5.677382
280,10,5.659434
280,15,5.684471
280,20,5.722259
280,25,5.767466
280,30,5.823524
280,35,6.006453
280,40,6.07596
280,45,6.0579
280,50,6.006447
280,55,5.967926
280,60,5.9322
280,65,5.855
280,70,5.7853
280,75,5.7242
280,80,5.6736
280,85,5.6386
280,90,5.6326
285,-90,3.9545
285,-85,3.844
285,-80,3.7795
285,-75,3.8122
285,-70,3.9389
285,-65,4.115
285,-60,4.3561
285,-55,4.5012
285,-50,4.6442
285,-45,4.8174
285,-40,4.9999
285,-35,5.2257
285,-30,5.421074
285,-25,5.580841
285,-20,5.746052
285,-15,5.8
285,-10,5.793074
285,-5,5.734173
285,0,5.648591
285,5,5.669832
285,10,5.641771
285,15,5.672692
285,20,5.707849
285,25,5.71148
285,30,5.783105
285,35,5.972306
285,40,6.087889
285,45,6.099845
285,50,6.050446
285,55,6.019321
285,60,6.0002
285,65,5.9203
285,70,5.8418
285,75,5.7612
285,80,5.697
285,85,5.6484
285,90,5.6326
290,-90,3.9545
290,-85,3.8571
290,-80,3.8024
290,-75,3.8539
290,-70,4.0267
290,-65,4.2789
290,-60,4.5584
290,-55,4.7849
290,-50,5.0013
290,-45,5.2129
290,-40,5.4127
290,-35,5.6038
290,-30,5.757171
290,-25,5.838387
290,-20,5.933647
290,-15,5.940605
290,-10,5.891644
290,-5,5.77972
290,0,5.670358
290,5,5.673139
290,10,5.634159
290,15,5.669848
290,20,5.6686
290,25,5.673569
290,30,5.764355
290,35,5.964697
290,40,6.1
290,45,6.133097
290,50,6.103623
290,55,6.097541
290,60,6.066783
290,65,5.9815
290,70,5.8887
290,75,5.7977
290,80,5.7174
290,85,5.658
290,90,5.6326
295,-90,3.9545
295,-85,3.8741
295,-80,3.8329
295,-75,3.9096
295,-70,4.1332
295,-65,4.465
295,-60,4.7639
295,-55,5.0632
295,-50,5.3364
295,-45,5.5991
295,-40,5.8287
295,-35,5.9644
295,-30,6.062437
295,-25,6.055996
295,-20,6.048882
295,-15,6.034096
295,-10,5.985184
295,-5,5.889885
295,0,5.799134
295,5,5.7331
295,10,5.6725
295,15,5.6513
295,20,5.651655
295,25,5.666272
295,30,5.774453
295,35,5.971502
295,40,6.087289
295,45,6.180269
295,50,6.189916
295,55,6.192215
295,60,6.162712
295,65,6.024609
295,70,5.9299
295,75,5.8267
295,80,5.7354
295,85,5.6669
295,90,5.6326
300,-90,3.9545
300,-85,3.8921
300,-80,3.8735
300,-75,3.9828
300,-70,4.2508
300,-65,4.6234
300,-60,4.9093
300,-55,5.2775
300,-50,5.6073
300,-45,5.8972
300,-40,6.175
300,-35,6.2163
300,-30,6.3037
300,-25,6.24298
300,-20,6.181951
300,-15,6.14166
300,-10,6.085219
300,-5,5.977867
300,0,5.8656
300,5,5.7627
300,10,5.691216
300,15,5.623632
300,20,5.608495
300,25,5.653846
300,30,5.770806
300,35,5.967292
300,40,6.122989
300,45,6.226253
300,50,6.258646
300,55,6.266638
300,60,6.210876
300,65,6.077499
300,70,5.958878
300,75,5.8494
300,80,5.7488
300,85,5.6743
300,90,5.6326
305,-90,3.9545
305,-85,3.9219
305,-80,3.9121
305,-75,4.0794
305,-70,4.3948
305,-65,4.7489
305,-60,5.0988
305,-55,5.4822
305,-50,5.8552
305,-45,6.1432
305,-40,6.3345
305,-35,6.4176
305,-30,6.4654
305,-25,6.3829
305,-20,6.303874
305,-15,6.25552
305,-10,6.1988
305,-5,6.0719
305,0,5.942254
305,5,5.807702
305,10,5.693444
305,15,5.629988
305,20,5.621736
305,25,5.699562
305,30,5.806719
305,35,5.967289
305,40,6.143133
305,45,6.26956
305,50,6.31936
305,55,6.315856
305,60,6.259168
305,65,6.121569
305,70,5.979292
305,75,5.869243
305,80,5.7602
305,85,5.6818
305,90,5.6326
310,-90,3.9545
310,-85,3.9366
310,-80,3.9882
310,-75,4.204
310,-70,4.5345
310,-65,4.9016
310,-60,5.2748
310,-55,5.6986
310,-50,6.0963
310,-45,6.3516
310,-40,6.5042
310,-35,6.5542
310,-30,6.577
310,-25,6.4591
310,-20,6.3781
310,-15,6.3301
310,-10,6.2749
310,-5,6.162851
310,0,6.001961
310,5,5.865822
310,10,5.727689
310,15,5.663208
310,20,5.652023
310,25,5.724757
310,30,5.845234
310,35,6.031785
310,40,6.196947
310,45,6.326876
310,50,6.366067
310,55,6.378531
310,60,6.296126
310,65,6.159663
310,70,5.997319
310,75,5.893764
310,80,5.7707
310,85,5.6888
310,90,5.6326
315,-90,3.9545
315,-85,3.9821
315,-80,4.0788
315,-75,4.3388
315,-70,4.703
315,-65,5.0625
315,-60,5.4563
315,-55,5.9181
315,-50,6.3205
315,-45,6.5373
315,-40,6.629
315,-35,6.6676
315,-30,6.6818
315,-25,6.572
315,-20,6.4992
315,-15,6.4514
315,-10,6.399
315,-5,6.265966
315,0,6.109776
315,5,5.974539
315,10,5.828176
315,15,5.751849
315,20,5.724145
315,25,5.783938
315,30,5.901596
315,35,6.116401
315,40,6.289412
315,45,6.410806
315,50,6.44347
315,55,6.414078
315,60,6.334119
315,65,6.193709
315,70,6.03
315,75,5.918321
315,80,5.7831
315,85,5.6967
315,90,5.6326
320,-90,3.9545
320,-85,4.027
320,-80,4.175
320,-75,4.4758
320,-70,4.8319
320,-65,5.2066
320,-60,5.6287
320,-55,6.0938
320,-50,6.4944
320,-45,6.6839
320,-40,6.7695
320,-35,6.7885
320,-30,6.8168
320,-25,6.75
320,-20,6.6563
320,-15,6.6085
320,-10,6.5535
320,-5,6.403043
320,0,6.253551
320,5,6.123013
320,10,5.964455
320,15,5.86343
320,20,5.826174
320,25,5.871937
320,30,5.977435
320,35,6.205002
320,40,6.38699
320,45,6.490719
320,50,6.495968
320,55,6.455358
320,60,6.368075
320,65,6.228409
320,70,6.08
320,75,5.943687
320,80,5.7968
320,85,5.7063
320,90,5.6326
325,-90,3.9545
325,-85,4.0627
325,-80,4.2582
325,-75,4.5732
325,-70,4.931
325,-65,5.3219
325,-60,5.7516
325,-55,6.2099
325,-50,6.6039
325,-45,6.8161
325,-40,6.9105
325,-35,6.9359
325,-30,6.939
325,-25,6.8844
325,-20,6.8007
325,-15,6.7498
325,-10,6.6997
325,-5,6.553584
325,0,6.416711
325,5,6.277787
325,10,6.133715
325,15,6.028189
325,20,5.985572
325,25,6.018252
325,30,6.11202
325,35,6.31699
325,40,6.498786
325,45,6.580971
325,50,6.559126
325,55,6.496784
325,60,6.4
325,65,6.255542
325,70,6.12
325,75,5.965864
325,80,5.81
325,85,5.7152
325,90,5.6326
330,-90,3.9545
330,-85,4.0974
330,-80,4.3252
330,-75,4.6432
330,-70,5.0022
330,-65,5.4055
330,-60,5.84
330,-55,6.2856
330,-50,6.6838
330,-45,6.919
330,-40,7.0537
330,-35,7.0829
330,-30,7.0705
330,-25,7.0421
330,-20,6.9312
330,-15,6.8766
330,-10,6.8291
330,-5,6.705043
330,0,6.592252
330,5,6.454104
330,10,6.339161
330,15,6.242297
330,20,6.196553
330,25,6.222687
330,30,6.303763
330,35,6.46869
330,40,6.631997
330,45,6.674422
330,50,6.627981
330,55,6.54366
330,60,6.425973
330,65,6.276971
330,70,6.099122
330,75,5.983886
330,80,5.8225
330,85,5.7244
330,90,5.6326
335,-90,3.9545
335,-85,4.1009
335,-80,4.376
335,-75,4.6973
335,-70,5.0338
335,-65,5.4608
335,-60,5.901
335,-55,6.349
335,-50,6.7396
335,-45,6.9925
335,-40,7.1424
335,-35,7.1694
335,-30,7.1709
335,-25,7.153
335,-20,7.0182
335,-15,6.955
335,-10,6.9142
335,-5,6.847366
335,0,6.769377
335,5,6.655717
335,10,6.555878
335,15,6.486456
335,20,6.45
335,25,6.473102
335,30,6.543613
335,35,6.658017
335,40,6.760942
335,45,6.773602
335,50,6.712851
335,55,6.588964
335,60,6.454531
335,65,6.291127
335,70,6.12319
335,75,5.997529
335,80,5.8336
335,85,5.7328
335,90,5.6326
340,-90,3.9545
340,-85,4.141
340,-80,4.4102
340,-75,4.7386
340,-70,5.0832
340,-65,5.5049
340,-60,5.9449
340,-55,6.3969
340,-50,6.7899
340,-45,7.028
340,-40,7.1602
340,-35,7.1862
340,-30,7.1691
340,-25,7.1365
340,-20,7.0413
340,-15,6.9886
340,-10,6.972
340,-5,6.977751
340,0,6.950961
340,5,6.882914
340,10,6.809279
340,15,6.732311
340,20,6.686691
340,25,6.727023
340,30,6.798693
340,35,6.857145
340,40,6.875415
340,45,6.892784
340,50,6.85466
340,55,6.685024
340,60,6.479357
340,65,6.301907
340,70,6.142759
340,75,6.007318
340,80,5.8422
340,85,5.7405
340,90,5.6326
345,-90,3.9545
345,-85,4.1559
345,-80,4.4374
345,-75,4.7737
345,-70,5.1215
345,-65,5.5362
345,-60,5.9737
345,-55,6.4271
345,-50,6.8221
345,-45,7.0265
345,-40,7.1369
345,-35,7.1541
345,-30,7.1346
345,-25,7.109
345,-20,7.0709
345,-15,7.0548
345,-10,7.0592
345,-5,7.0833
345,0,7.118354
345,5,7.121258
345,10,7.101871
345,15,7.034068
345,20,6.971046
345,25,6.978397
345,30,7.010749
345,35,7.028664
345,40,6.9468
345,45,6.987335
345,50,6.95068
345,55,6.761574
345,60,6.498656
345,65,6.31216
345,70,6.162471
345,75,6.007529
345,80,5.8488
345,85,5.7465
345,90,5.6326
350,-90,3.9545
350,-85,4.1697
350,-80,4.4629
350,-75,4.8001
350,-70,5.1477
350,-65,5.5585
350,-60,5.9871
350,-55,6.4056
350,-50,6.7494
350,-45,6.9548
350,-40,7.0491
350,-35,7.0838
350,-30,7.0897
350,-25,7.1021
350,-20,7.1351
350,-15,7.1754
350,-10,7.1986
350,-5,7.2056
350,0,7.2126
350,5,7.3456
350,10,7.4652
350,15,7.364966
350,20,7.265083
350,25,7.233896
350,30,7.174475
350,35,7.069593
350,40,6.9943
350,45,7.030451
350,50,6.969757
350,55,6.78452
350,60,6.520431
350,65,6.363242
350,70,6.171906
350,75,5.993186
350,80,5.8532
350,85,5.7577
350,90,5.6326
355,-90,3.9545
355,-85,4.1791
355,-80,4.4803
355,-75,4.8195
355,-70,5.1715
355,-65,5.579
355,-60,5.9799
355,-55,6.3663
355,-50,6.696
355,-45,6.8645
355,-40,6.9571
355,-35,6.9827
355,-30,7.0106
355,-25,7.048
355,-20,7.0941
355,-15,7.1689
355,-10,7.2333
355,-5,7.2966
355,0,7.379
355,5,7.4981
355,10,7.6228
355,15,7.523472
355,20,7.372866
355,25,7.290126
355,30,7.2144
355,35,7.123
355,40,7.0375
355,45,7.034266
355,50,6.981638
355,55,6.798516
355,60,6.572917
355,65,6.391946
355,70,6.177977
355,75,5.981064
355,80,5.8527
355,85,5.7657
355,90,5.6326
360,-90,3.9545
360,-85,4.1874
360,-80,4.496
360,-75,4.8416
360,-70,5.1512
360,-65,5.6082
360,-60,5.9651
360,-55,6.3201
360,-50,6.5928
360,-45,6.7492
360,-40,6.8111
360,-35,6.8575
360,-30,6.9006
360,-25,6.9627
360,-20,7.0463
360,-15,7.1604
360,-10,7.2844
360,-5,7.4073
360,0,7.5466
360,5,7.6506
360,10,7.7589
360,15,7.6272
360,20,7.45
360,25,7.3043
360,30,7.2413
360,35,7.1761
360,40,7.0682
360,45,7.008838
360,50,6.951506
360,55,6.792615
360,60,6.590011
360,65,6.404085
360,70,6.174111
360,75,5.976188
360,80,5.8537
360,85,5.7717
360,90,5.6326


